Epoch,Training Loss,Validation Loss
1,0.5777330859652106,0.42213810831611853
2,0.3232435589539403,0.23384372295163072
3,0.199693116027442,0.15868136386885906
4,0.1433501988003474,0.11438738484914336
5,0.11155157328822186,0.08968325742271913
6,0.09132122540203422,0.07458130546414925
7,0.07728161128434462,0.06253658737342373
8,0.06576370991945024,0.052144223918982775
9,0.056083278305931156,0.04342774643189067
10,0.0480562263367387,0.03603067783953701
11,0.04067721481642542,0.029369055120892777
12,0.03448362626735651,0.0235911042632463
13,0.029212285853800788,0.019964439553529206
14,0.0248996826432064,0.016459702506524846
15,0.021248480252359273,0.013313326974211606
16,0.018226881477315014,0.011325511784537444
17,0.01553821702516737,0.009381921708682465
18,0.013394756884252856,0.00753538832713351
19,0.011551650279960968,0.006444978106637958
20,0.009958890036141718,0.005673978036239197
21,0.008546699029866042,0.004618496159395078
22,0.007340259475548966,0.00383327879645158
23,0.006424282047962167,0.0033126950969107737
24,0.005600536065337603,0.0028592896400694784
25,0.004832621085531592,0.0024499745900570104
26,0.004288426448302776,0.0021652654218800413
27,0.0037033017837546467,0.0017833428515705552
28,0.0032554231630377035,0.0016214181012293805
29,0.002937844241097805,0.001357172544578056
30,0.0026486676424912242,0.0012451354889606947
31,0.0023697278221208587,0.001054459608296528
32,0.0020913945023357024,0.0010064947471030193
33,0.001885646626868317,0.0008602124380892381
34,0.0016361661940731854,0.0007528692761070025
35,0.0015351136623701761,0.0007052932783051787
36,0.0013694436223801105,0.0006416147242726041
37,0.0012702729262777047,0.0005715959020197968
38,0.0011010520845985972,0.0005265167523000026
39,0.001020091958346951,0.00048033297416382294
40,0.0009630945475572793,0.00045237294250061687
