Epoch,Training Loss,Validation Loss
1,0.49580831610258147,0.2996227622516756
2,0.22209906453634717,0.16066422549689688
3,0.13747063474900367,0.11152094590470074
4,0.10191753168273604,0.08531166576757664
5,0.07993966547389138,0.06643941207993322
6,0.062476104918237615,0.0498710227751635
7,0.04780697555503146,0.037309749521375675
8,0.036576002077512486,0.0274624587377397
9,0.028237528806882333,0.020766154067908844
10,0.021816602545788478,0.01576317128975217
11,0.016883880977353837,0.01176277929689826
12,0.013163335325458141,0.009119719959704614
13,0.010308481883750793,0.007018043803490274
14,0.008250880255240591,0.005570282724239235
15,0.006401945332296633,0.004283409912093747
16,0.00514873349517508,0.003525287456189593
17,0.004145657938152036,0.0028297765146395783
18,0.0033706362485362105,0.0023548150912108944
19,0.0027381144499580724,0.0018877864321239475
20,0.0022273942932027513,0.001566446493228337
21,0.0018607708765383498,0.0012338455109592013
22,0.0014974967568976208,0.001017843497106881
23,0.001240179674958814,0.0008560869789765618
24,0.001045758543866108,0.0006796546144092955
25,0.0008989748591936502,0.000580226785050917
26,0.0007271087543978195,0.0005233044794294983
27,0.0006222003806987493,0.00042149262612579556
28,0.0005006758622894379,0.00037251644965632236
29,0.00044582743513494607,0.00034497722763780173
30,0.00045570725976497073,0.0002549571307883333
31,0.0005875627061303765,0.00027492184029150057
32,0.0003171206176681197,0.0002056262956324556
33,0.0002900440326895159,0.000209739958092275
34,0.0002264501309117621,0.0002007597074957519
35,0.0002034032847336351,0.0001977542508133248
36,0.00017473489406664216,0.00014495756903027253
37,0.00015507137819651852,0.00012474256824149287
38,0.00012856267966472785,0.00012810936477319223
39,0.00015295380666885666,0.00016096658669639287
40,9.941892645089667e-05,0.00017640845177764247
