Epoch,Training Loss,Validation Loss
1,0.5061567326184445,0.29308860476424053
2,0.21918928744593852,0.16048521263812615
3,0.13727027015445675,0.11124716456828078
4,0.10204057135977716,0.08576537735336195
5,0.07988510822570008,0.0657269930451866
6,0.06235461754917856,0.05025239155544498
7,0.04819484847899367,0.03761453143646562
8,0.03734751872323802,0.028504589587692322
9,0.029173936125824262,0.0218677516966089
10,0.022758336301490878,0.016816701762741658
11,0.017739456279730604,0.012718684183872812
12,0.013938919331901185,0.009865277439234703
13,0.010865727921306722,0.007674037153279878
14,0.008604321009507915,0.006026298863949572
15,0.006860973246114863,0.004836168272678203
16,0.00548663913782557,0.0037596145534993914
17,0.004397505829338356,0.0031023639030906
18,0.0037267753093782243,0.0024281262885779142
19,0.0028872646703413268,0.0020219322447324307
20,0.0023896975384440932,0.0016998927472386418
21,0.001961889593053966,0.0014073231581189648
22,0.001581710867598926,0.0011295378160837098
23,0.0013946356430133832,0.0009071600152088738
24,0.0011122527191094872,0.0008225970536212974
25,0.0009408250204268502,0.00070311945420122
26,0.0007932324179632176,0.0005899915801516423
27,0.0006690357241882941,0.0005102505345688755
28,0.0005873284329206904,0.00040188626285899825
29,0.0004991823171934989,0.0003343456924270187
30,0.0004161058375260996,0.0003519120533397891
31,0.00035125268431183124,0.0002696608608244063
32,0.0003133269192607288,0.0002238560549354529
33,0.00025819005136299393,0.00023893367028719466
34,0.00022483176159124267,0.0002103324303885248
35,0.00021017653437387275,0.00016869462227233026
36,0.00018264375783347994,0.00016331696519401016
37,0.00017902770230170557,0.00012744472799131767
38,0.00015153367983809408,0.00014561756274556907
39,0.00011936193097645014,0.00016155573361381943
40,0.0001908999782544869,0.00011454176670460909
